DateTime,Entries,UniqueIPs
1557635301,3153,3153
1557637284,3160,3160
1557639140,3158,3158
1557641074,3222,3222
1557643218,3394,3394
1557645136,3381,3381
1557647083,3392,3392
1557648983,3387,3387
1557651164,3373,3373
1557653057,3376,3376
1557655007,3384,3384
1557656917,3390,3390
1557658918,3376,3376
1557660740,3384,3384
1557662711,3380,3380
1557664587,3377,3377
1557666502,3918,3918
1557668440,6372,6372
1557670349,8527,8527
1557672257,11212,11212
1557674458,10873,10873
1557676361,10872,10872
1557678289,10881,10881
1557680183,10900,10900
1557682114,10910,10910
1557684053,10881,10881
1557685969,10868,10868
1557687930,10855,10855
1557690050,10832,10832
1557692207,10828,10828
1557694120,10827,10827
1557696056,10837,10837
1557697936,10808,10808
1557699852,10831,10831
1557702959,10807,10807
1557704913,10780,10780
1557706862,10729,10729
1557708760,10722,10722
1557710671,10723,10723
1557712600,10689,10689
1557714758,10667,10667
1557716774,10642,10642
1557718605,10645,10645
1557720509,10647,10647
1557722447,10636,10636
1557724375,10618,10618
1557726267,10611,10611
1557728202,10479,10479
1557730129,10488,10488
1557732044,10491,10491
1557733947,10493,10493
1557735876,10486,10486
1557737779,10488,10488
1557739733,10484,10484
1557741684,10456,10456
1557743575,10459,10459
1557745526,10469,10469
1557747390,10467,10467
1557749312,10474,10474
1557751224,10478,10478
1557753163,9691,9691
1557755067,7150,7150
1557757011,5010,5010
1557758864,2302,2302
1557760844,2251,2251
1557762848,2246,2246
1557764676,2239,2239
1557766610,2210,2210
1557768532,2199,2199
1557770576,2190,2190
1557772598,2173,2173
1557774530,2168,2168
1557776416,2069,2069
1557778599,2083,2083
1557780499,2073,2073
1557782452,2066,2066
1557784335,2072,2072
1557786275,2087,2087
1557788202,2071,2071
1557790093,2058,2058
1557792068,2065,2065
1557793938,2065,2065
1557796128,2050,2050
1557798057,2045,2045
1557799962,2047,2047
1557801858,2074,2074
1557804062,2074,2074
1557805938,2091,2091
1557807863,2089,2089
1557809788,2102,2102
1557811732,2119,2119
1557813711,2119,2119
1557815558,2120,2120
1557817554,2325,2325
1557819641,2340,2340
1557821541,2361,2361
1557823758,2379,2379
1557825676,2372,2372
1557827557,2396,2396
1557829461,2432,2432
1557831419,2459,2459
1557833300,2464,2464
1557835259,2480,2480
1557837162,2506,2506
1557839085,2516,2516
1557840992,2492,2492
1557842926,2557,2557
1557845084,2666,2666
1557847006,2731,2731
1557848935,2802,2802
1557850842,2905,2905
1557852797,2967,2967
1557854659,2998,2998
1557856617,3061,3061
1557858507,3134,3134
1557860531,5022,5022
1557862386,7805,7805
1557864341,10715,10715
1557866233,11591,11591
1557868142,11649,11649
1557870035,11687,11687
1557871966,11735,11735
1557873895,11782,11782
1557875828,11873,11873
1557877739,11918,11918
1557879652,11978,11978
1557881596,12011,12011
1557883472,12065,12065
1557885383,12109,12109
1557887313,12154,12154
1557889386,12173,12173
