DateTime,AddedIPs,RemovedIPs
1557815124,0,1
1557818120,0,1
1557818418,1,0
1557819021,0,1
1557819619,81,0
1557825019,8,0
1557825619,1,0
1557829219,1,0
1557830420,82,0
1557834019,1,0
1557834919,25,0
1557835820,1,0
1557836722,3,0
1557837620,1,1
1557838822,199,0
1557839119,3,10
1557839721,0,3
1557840020,8,0
1557840322,0,2
1557840620,0,4
1557840919,1,0
1557842120,28,0
1557844519,24,0
1557848419,31,0
1557849318,18,0
1557850218,14,0
1557852918,0,1
1557854719,1,0
1557855318,2,0
1557856220,38,0
1557857119,1,0
1557859818,0,1
1557860118,7,0
1557861319,2,0
1557862819,0,1
1557864618,67,0
1557865219,2,0
1557866419,10,0
1557872419,1,0
1557873619,88,0
1557875120,4,0
1557879019,19,0
1557879620,47,0
1557880223,0,1
1557880518,45,0
1557882619,21,0
1557883521,24,0
1557886218,10,0
1557886818,1,0
1557889519,9,0
1557893118,16,1
1557894019,38,0
1557895219,0,1
1557896718,0,1
1557897018,11,0
1557897621,0,1
1557900619,9,0
1557901523,38,0
1557902118,21,0
1557905418,0,1
1557909022,0,1
1557909620,1,0
1557910219,74,0
1557911119,0,1
1557911418,1,0
1557914718,0,1
1557915619,56,0
1557915920,70,0
1557916819,163,1
1557918620,1,2
1557920419,0,1
1557921318,39,0
1557924919,3,0
1557925222,0,1
1557925519,31,0
1557926120,0,3
1557926419,0,3
1557926721,0,6
1557927022,0,1
1557928518,28,0
1557928825,29,0
1557929118,175,0
1557929418,8,1
1557933019,1,0
1557933619,5,0
1557934819,88,0
1557935719,0,1
1557936618,146,0
1557938118,3,0
1557940818,2,0
1557943519,57,0
1557945318,3,0
1557945618,94,0
1557945921,2,0
1557949219,76,0
1557950118,115,0
1557951018,1,0
1557955220,11,0
1557957022,0,1
1557963318,5,0
1557964517,164,0
1557967820,2,0
1557969318,11,1
1557969919,1,0
1557973218,14,0
1557974117,20,0
1557975022,68,0
1557977423,205,0
1557977718,4,0
1557978018,0,1
1557978621,24,0
1557980722,6,0
1557981018,16,0
1557981921,67,0
1557983118,1,0
1557984320,7,0
1557985218,25,0
1557986118,0,1
1557987018,47,0
1557988518,1,0
1557990920,1,0
1557991520,51,0
1557993918,2,0
1557995718,8,0
1557996320,0,1
1557998419,1,0
1557999618,81,0
1558000219,1,0
1558000519,0,2
1558002323,12,0
1558004118,1,0
1558005919,5,0
1558007420,1,0
1558009219,10,0
1558009520,13,0
1558009821,0,1
1558010117,0,1
1558013421,0,1
1558013717,1,0
1558014618,3,0
1558014917,24,0
1558015818,23,0
1558018823,0,1
1558020318,3,0
1558023621,152,0
1558026318,2,0
1558027519,0,3
1558028119,46,0
1558029317,2,0
1558030218,3,0
1558031717,56,0
1558032019,26,0
1558033519,1,0
1558033818,8,0
1558034718,1,0
1558035021,0,1
1558035618,22,0
1558040118,161,0
1558041017,53,0
1558042819,48,0
1558044318,1,0
1558045520,28,0
1558046418,20,0
1558050018,1,0
1558050918,15,1
1558056622,147,0
1558061718,52,0
1558065020,1,0
1558065918,2,0
1558067122,108,0
1558067419,5,0
1558070419,31,0
1558075218,26,1
1558075820,0,1
1558076420,1,0
1558080319,0,2
1558080618,48,0
1558080918,0,1
